mode,scheme_status,design_method,design_options,tap_index,coefficient
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,33,-0.000432407009768187
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,34,-0.000658581504310395
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,35,-0.00083186545005154
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,36,-0.000927396056952993
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,37,-0.000926960999305382
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,38,-0.000821720748567396
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,39,-0.000614078629594597
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,40,-0.000318405282901722
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,41,3.95655471242588e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,42,0.000424712109287234
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,43,0.000795755598771213
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,44,0.00110947561849436
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,45,0.00132550189911028
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,46,0.00141117413811102
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,47,0.00134591348682407
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,48,0.00112456200416012
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,49,0.000759223405167039
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,50,0.000279275469095279
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,51,-0.000270589967686133
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,52,-0.000834227405715127
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,53,-0.00134950260195714
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,54,-0.00175485990878232
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,55,-0.00199632632665511
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,56,-0.00203418748086689
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,57,-0.00184855210530166
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,58,-0.00144309121932619
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,59,-0.000846394186604273
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,60,-0.000110614388982379
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,61,0.000692638845976059
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,62,0.00147889684215997
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,63,0.00215935160695825
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,64,0.00265047765021609
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,65,0.00288375263107921
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,66,0.00281439329361143
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,67,0.00242805904048622
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,68,0.00174463145510273
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,69,0.000818444429477303
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,70,-0.000265306414736811
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,71,-0.00139783857335122
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,72,-0.00245718595665929
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,73,-0.00332078981398959
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,74,-0.00387903084398868
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,75,-0.00404826875510897
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,76,-0.00378191475771667
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,77,-0.00307818186916649
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,78,-0.00198343429858429
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,79,-0.000590469860381178
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,80,0.00096841855893683
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,81,0.00253319497387381
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,82,0.00393168564695549
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,83,0.00499759487084174
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,84,0.00558913176689925
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,85,0.00560626485340229
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,86,0.00500464018191169
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,87,0.00380443080589806
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,88,0.00209281793450741
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,89,1.94028290117449e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,90,-0.00221544086934577
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,91,-0.00437851123919626
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,92,-0.00622653661982477
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,93,-0.00753166031577719
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,94,-0.00810713969702788
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,95,-0.00783056197633936
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,96,-0.00666196325800777
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,97,-0.00465459823397679
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,98,-0.00195672293508437
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,99,0.0011964274363069
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,100,0.00450033257950905
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,101,0.0076074279771624
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,102,0.010159833084758
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,103,0.0118257281267807
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,104,0.0123360030384055
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,105,0.0115175714754471
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,106,0.00931985701179515
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,107,0.00583142237747185
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,108,0.00128449590814108
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,109,-0.00395381062946863
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,110,-0.00940359275107867
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,111,-0.0145062910803354
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,112,-0.0186684180393841
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,113,-0.0213114006673725
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,114,-0.0219233386515909
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,115,-0.0201081143164041
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,116,-0.015627341406102
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,117,-0.00843111025215435
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,118,0.0013256535545754
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,119,0.0132832214146626
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,120,0.0268940938396521
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,121,0.0414561536127987
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,122,0.0561596171035405
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,123,0.0701441948938599
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,124,0.0825619048964357
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,125,0.0926404048186518
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,126,0.0997415843655318
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,127,0.103410497796227
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,128,0.103410497796227
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,129,0.0997415843655318
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,130,0.0926404048186518
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,131,0.0825619048964357
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,132,0.0701441948938599
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,133,0.0561596171035405
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,134,0.0414561536127987
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,135,0.0268940938396521
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,136,0.0132832214146626
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,137,0.0013256535545754
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,138,-0.00843111025215435
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,139,-0.015627341406102
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,140,-0.0201081143164041
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,141,-0.0219233386515909
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,142,-0.0213114006673725
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,143,-0.0186684180393841
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,144,-0.0145062910803354
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,145,-0.00940359275107867
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,146,-0.00395381062946863
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,147,0.00128449590814108
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,148,0.00583142237747185
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,149,0.00931985701179515
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,150,0.0115175714754471
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,151,0.0123360030384055
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,152,0.0118257281267807
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,153,0.010159833084758
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,154,0.0076074279771624
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,155,0.00450033257950905
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,156,0.0011964274363069
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,157,-0.00195672293508437
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,158,-0.00465459823397679
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,159,-0.00666196325800777
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,160,-0.00783056197633936
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,161,-0.00810713969702788
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,162,-0.00753166031577719
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,163,-0.00622653661982477
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,164,-0.00437851123919626
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,165,-0.00221544086934577
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,166,1.94028290117449e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,167,0.00209281793450741
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,168,0.00380443080589806
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,169,0.00500464018191169
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,170,0.00560626485340229
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,171,0.00558913176689925
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,172,0.00499759487084174
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,173,0.00393168564695549
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,174,0.00253319497387381
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,175,0.00096841855893683
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,176,-0.000590469860381178
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,177,-0.00198343429858429
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,178,-0.00307818186916649
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,179,-0.00378191475771667
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,180,-0.00404826875510897
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,181,-0.00387903084398868
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,182,-0.00332078981398959
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,183,-0.00245718595665929
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,184,-0.00139783857335122
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,185,-0.000265306414736811
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,186,0.000818444429477303
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,187,0.00174463145510273
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,188,0.00242805904048622
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,189,0.00281439329361143
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,190,0.00288375263107921
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,191,0.00265047765021609
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,192,0.00215935160695825
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,193,0.00147889684215997
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,194,0.000692638845976059
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,195,-0.000110614388982379
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,196,-0.000846394186604273
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,197,-0.00144309121932619
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,198,-0.00184855210530166
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,199,-0.00203418748086689
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,200,-0.00199632632665511
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,201,-0.00175485990878232
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,202,-0.00134950260195714
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,203,-0.000834227405715127
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,204,-0.000270589967686133
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,205,0.000279275469095279
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,206,0.000759223405167039
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,207,0.00112456200416012
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,208,0.00134591348682407
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,209,0.00141117413811102
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,210,0.00132550189911028
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,211,0.00110947561849436
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,212,0.000795755598771213
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,213,0.000424712109287234
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,214,3.95655471242588e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,215,-0.000318405282901722
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,216,-0.000614078629594597
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,217,-0.000821720748567396
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,218,-0.000926960999305382
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,219,-0.000927396056952993
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,220,-0.00083186545005154
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,221,-0.000658581504310395
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,222,-0.000432407009768187
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,223,-0.000181643677688648
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,224,6.52809520234805e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,225,0.000282860374023293
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,226,0.000450980762615998
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,227,0.000556596621573974
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,228,0.000594495233169507
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,229,0.000567144536642613
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,230,0.000483720583614724
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,231,0.000358493228056172
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,232,0.000208804483404482
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,233,5.28989062424808e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,234,-9.21408585924706e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,235,-0.000212134359809554
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,236,-0.000297056292404055
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,237,-0.000341708402964581
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,238,-0.000345790602185003
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,239,-0.00031342121558149
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,240,-0.00025221406765202
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,241,-0.000172060333131775
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,242,-8.37826823194245e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,243,2.17226525404352e-06
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,244,7.68577456534297e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,245,0.000133657034843033
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,246,0.000168755156398861
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,247,0.000181235600091062
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,248,0.000172831191905509
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,249,0.000147396048525631
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,250,0.000110191699239651
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,251,6.70929100931668e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,252,2.3817272993766e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,253,-1.47312954974448e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,254,-4.49385049096041e-05
30K,PASS,kaiser,cutoff_hz=15600;kaiser_beta=5,255,-6.47377633091271e-05
100K,PASS,hamming_sinc,cutoff_hz=54000,0,0.000108407206604088
100K,PASS,hamming_sinc,cutoff_hz=54000,1,0.000234672871044721
100K,PASS,hamming_sinc,cutoff_hz=54000,2,0.000344093878713384
100K,PASS,hamming_sinc,cutoff_hz=54000,3,0.000426217887390794
100K,PASS,hamming_sinc,cutoff_hz=54000,4,0.000470257572030137
100K,PASS,hamming_sinc,cutoff_hz=54000,5,0.000465850364167537
100K,PASS,hamming_sinc,cutoff_hz=54000,6,0.000404498747480643
100K,PASS,hamming_sinc,cutoff_hz=54000,7,0.000281564279797623
100K,PASS,hamming_sinc,cutoff_hz=54000,8,9.84990445653938e-05
100K,PASS,hamming_sinc,cutoff_hz=54000,9,-0.000135151126851183
100K,PASS,hamming_sinc,cutoff_hz=54000,10,-0.000400510292271385
100K,PASS,hamming_sinc,cutoff_hz=54000,11,-0.000669412840162124
100K,PASS,hamming_sinc,cutoff_hz=54000,12,-0.000906091597121241
100K,PASS,hamming_sinc,cutoff_hz=54000,13,-0.00107064580220016
100K,PASS,hamming_sinc,cutoff_hz=54000,14,-0.00112411319299561
100K,PASS,hamming_sinc,cutoff_hz=54000,15,-0.00103463951744555
100K,PASS,hamming_sinc,cutoff_hz=54000,16,-0.00078394082570941
100K,PASS,hamming_sinc,cutoff_hz=54000,17,-0.000373045924209549
100K,PASS,hamming_sinc,cutoff_hz=54000,18,0.00017376299449718
100K,PASS,hamming_sinc,cutoff_hz=54000,19,0.000807793000299483
100K,PASS,hamming_sinc,cutoff_hz=54000,20,0.0014582703044259
100K,PASS,hamming_sinc,cutoff_hz=54000,21,0.00203842764879921
100K,PASS,hamming_sinc,cutoff_hz=54000,22,0.00245507787530518
100K,PASS,hamming_sinc,cutoff_hz=54000,23,0.00262082367802353
100K,PASS,hamming_sinc,cutoff_hz=54000,24,0.00246752264351146
100K,PASS,hamming_sinc,cutoff_hz=54000,25,0.0019592306967122
100K,PASS,hamming_sinc,cutoff_hz=54000,26,0.00110266245280341
100K,PASS,hamming_sinc,cutoff_hz=54000,27,-4.67130258234904e-05
100K,PASS,hamming_sinc,cutoff_hz=54000,28,-0.00138445808376834
100K,PASS,hamming_sinc,cutoff_hz=54000,29,-0.0027637216040291
100K,PASS,hamming_sinc,cutoff_hz=54000,30,-0.00400861683905306
100K,PASS,hamming_sinc,cutoff_hz=54000,31,-0.00493353164961545
100K,PASS,hamming_sinc,cutoff_hz=54000,32,-0.00536654816049152
100K,PASS,hamming_sinc,cutoff_hz=54000,33,-0.00517435792155262
100K,PASS,hamming_sinc,cutoff_hz=54000,34,-0.00428553316212054
100K,PASS,hamming_sinc,cutoff_hz=54000,35,-0.0027088534092153
100K,PASS,hamming_sinc,cutoff_hz=54000,36,-0.000543647842656218
100K,PASS,hamming_sinc,cutoff_hz=54000,37,0.00202019624974355
100K,PASS,hamming_sinc,cutoff_hz=54000,38,0.00471383996500481
100K,PASS,hamming_sinc,cutoff_hz=54000,39,0.00721265279281716
100K,PASS,hamming_sinc,cutoff_hz=54000,40,0.00916939763806094
100K,PASS,hamming_sinc,cutoff_hz=54000,41,0.0102544981878811
100K,PASS,hamming_sinc,cutoff_hz=54000,42,0.0101992691187382
100K,PASS,hamming_sinc,cutoff_hz=54000,43,0.00883721805641033
100K,PASS,hamming_sinc,cutoff_hz=54000,44,0.00613829051797906
100K,PASS,hamming_sinc,cutoff_hz=54000,45,0.00223129566375047
100K,PASS,hamming_sinc,cutoff_hz=54000,46,-0.00258927886575725
100K,PASS,hamming_sinc,cutoff_hz=54000,47,-0.00787435587624407
100K,PASS,hamming_sinc,cutoff_hz=54000,48,-0.0130496720852088
100K,PASS,hamming_sinc,cutoff_hz=54000,49,-0.0174618424036305
100K,PASS,hamming_sinc,cutoff_hz=54000,50,-0.0204374187322546
100K,PASS,hamming_sinc,cutoff_hz=54000,51,-0.0213495570565259
100K,PASS,hamming_sinc,cutoff_hz=54000,52,-0.01968569734951
100K,PASS,hamming_sinc,cutoff_hz=54000,53,-0.0151091298136243
100K,PASS,hamming_sinc,cutoff_hz=54000,54,-0.00750756322563631
100K,PASS,hamming_sinc,cutoff_hz=54000,55,0.00297716554236197
100K,PASS,hamming_sinc,cutoff_hz=54000,56,0.0159423807238363
100K,PASS,hamming_sinc,cutoff_hz=54000,57,0.0307427444872935
100K,PASS,hamming_sinc,cutoff_hz=54000,58,0.0465326642668262
100K,PASS,hamming_sinc,cutoff_hz=54000,59,0.06232970863419
100K,PASS,hamming_sinc,cutoff_hz=54000,60,0.077093512245137
100K,PASS,hamming_sinc,cutoff_hz=54000,61,0.0898128828630324
100K,PASS,hamming_sinc,cutoff_hz=54000,62,0.0995927938865469
100K,PASS,hamming_sinc,cutoff_hz=54000,63,0.105732782237436
100K,PASS,hamming_sinc,cutoff_hz=54000,64,0.107789005897645
100K,PASS,hamming_sinc,cutoff_hz=54000,65,0.105613778819369
100K,PASS,hamming_sinc,cutoff_hz=54000,66,0.0993686303115298
100K,PASS,hamming_sinc,cutoff_hz=54000,67,0.0895095923293359
100K,PASS,hamming_sinc,cutoff_hz=54000,68,0.0767462135663121
100K,PASS,hamming_sinc,cutoff_hz=54000,69,0.0619784302625517
100K,PASS,hamming_sinc,cutoff_hz=54000,70,0.0462176056328529
100K,PASS,hamming_sinc,cutoff_hz=54000,71,0.0304995498186384
100K,PASS,hamming_sinc,cutoff_hz=54000,72,0.0157979952861993
100K,PASS,hamming_sinc,cutoff_hz=54000,73,0.00294676867586898
100K,PASS,hamming_sinc,cutoff_hz=54000,74,-0.00742218988402767
100K,PASS,hamming_sinc,cutoff_hz=54000,75,-0.0149196194514254
100K,PASS,hamming_sinc,cutoff_hz=54000,76,-0.019415520089527
100K,PASS,hamming_sinc,cutoff_hz=54000,77,-0.021031060949586
100K,PASS,hamming_sinc,cutoff_hz=54000,78,-0.0201078687247846
100K,PASS,hamming_sinc,cutoff_hz=54000,79,-0.0171589523079701
100K,PASS,hamming_sinc,cutoff_hz=54000,80,-0.0128071775137124
100K,PASS,hamming_sinc,cutoff_hz=54000,81,-0.00771816044306798
100K,PASS,hamming_sinc,cutoff_hz=54000,82,-0.00253462486726834
100K,PASS,hamming_sinc,cutoff_hz=54000,83,0.00218131604693102
100K,PASS,hamming_sinc,cutoff_hz=54000,84,0.00599273871445631
100K,PASS,hamming_sinc,cutoff_hz=54000,85,0.00861586766924157
100K,PASS,hamming_sinc,cutoff_hz=54000,86,0.00992993550517356
100K,PASS,hamming_sinc,cutoff_hz=54000,87,0.00996949920818913
100K,PASS,hamming_sinc,cutoff_hz=54000,88,0.00890160129850147
100K,PASS,hamming_sinc,cutoff_hz=54000,89,0.00699160373959509
100K,PASS,hamming_sinc,cutoff_hz=54000,90,0.00456243078823169
100K,PASS,hamming_sinc,cutoff_hz=54000,91,0.00195226642535162
100K,PASS,hamming_sinc,cutoff_hz=54000,92,-0.000524530584018308
100K,PASS,hamming_sinc,cutoff_hz=54000,93,-0.00260932985124856
100K,PASS,hamming_sinc,cutoff_hz=54000,94,-0.00412117019834308
100K,PASS,hamming_sinc,cutoff_hz=54000,95,-0.00496735779596574
100K,PASS,hamming_sinc,cutoff_hz=54000,96,-0.00514277601964413
100K,PASS,hamming_sinc,cutoff_hz=54000,97,-0.00471925811183737
100K,PASS,hamming_sinc,cutoff_hz=54000,98,-0.00382738936145276
100K,PASS,hamming_sinc,cutoff_hz=54000,99,-0.00263374247024848
100K,PASS,hamming_sinc,cutoff_hz=54000,100,-0.00131676463579705
100K,PASS,hamming_sinc,cutoff_hz=54000,101,-4.43398438973958e-05
100K,PASS,hamming_sinc,cutoff_hz=54000,102,0.00104449294740574
100K,PASS,hamming_sinc,cutoff_hz=54000,103,0.00185197528087984
100K,PASS,hamming_sinc,cutoff_hz=54000,104,0.0023274427293789
100K,PASS,hamming_sinc,cutoff_hz=54000,105,0.00246665266081431
100K,PASS,hamming_sinc,cutoff_hz=54000,106,0.00230555546228857
